,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3005,3,28.5,0,0.0,15,608.4166667,0.0,0.035294118,0.0,0.0,3,2,5,1,3,2,0,0
3006,0,0.0,0,0.0,6,127.0,0.0,0.016666667,0.0,0.8,5,2,2,3,4,2,0,0
3007,0,0.0,0,0.0,4,107.0,0.0,0.05,0.0,0.8,5,2,5,3,2,2,0,0
3008,3,62.9,0,0.0,30,647.518523,0.0,0.010437463,0.0,0.0,7,2,2,3,1,2,1,1
3009,0,0.0,0,0.0,3,8.0,0.0,0.066666667,0.0,0.0,3,2,2,6,1,2,0,0
3010,8,225.4166667,0,0.0,44,1254.112179,0.007092199,0.030129179,0.0,0.0,12,3,2,3,1,2,0,0
3011,0,0.0,0,0.0,13,1297.25,0.028571429,0.064285714,0.0,0.0,12,1,8,3,1,2,1,0
3012,0,0.0,0,0.0,7,451.8333333,0.028571429,0.076190476,0.0,0.0,3,3,2,1,3,2,1,0
3013,0,0.0,0,0.0,2,0.0,0.041666667500000004,0.103571429,0.0,0.0,5,2,6,1,3,2,0,0
3014,1,12.0,0,0.0,22,380.8066667,0.019047619,0.013333333,0.0,0.0,7,1,2,3,2,2,0,0
3015,0,0.0,0,0.0,3,19.0,0.041666667500000004,0.103571429,0.0,0.0,11,2,5,3,10,2,0,0
3016,4,231.49999999999997,0,0.0,9,261.7,0.0,0.020512821,0.0,0.0,5,3,2,3,11,1,0,0
3017,0,0.0,0,0.0,13,399.5,0.0,0.005128205,0.0,1.0,5,3,2,5,1,2,1,0
3018,1,55.4,0,0.0,29,451.7,0.003448276,0.022988506,0.0,0.0,8,2,2,3,4,2,0,0
3019,1,0.0,0,0.0,82,3394.1229175000003,0.003647799,0.013529215,0.0,0.0,11,1,1,2,10,2,0,1
3020,0,0.0,0,0.0,26,234.8,0.041666667500000004,0.103571429,0.0,0.0,7,2,2,7,13,2,0,0
3021,2,75.0,0,0.0,26,2058.3,0.0,0.0125,0.0,0.0,11,1,1,9,8,1,0,1
3022,0,0.0,0,0.0,4,123.0,0.0,0.066666667,0.0,0.0,5,3,2,4,3,2,0,0
3023,0,0.0,0,0.0,11,1056.5,0.018181818,0.054545455,0.0,0.0,3,4,2,1,2,2,0,0
3024,0,0.0,0,0.0,13,190.25,0.030769231,0.049230769,0.0,0.0,5,2,2,1,13,2,0,0
3025,0,0.0,0,0.0,13,698.0,0.0,0.032142857,0.0,0.0,3,2,5,2,1,2,0,0
3026,0,0.0,0,0.0,3,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,3,2,1,11,2,0,1
3027,0,0.0,0,0.0,16,973.5,0.025,0.045833333,0.0,0.0,5,2,2,1,1,2,0,0
3028,1,13.5,0,0.0,82,1759.275703,0.004545455,0.020644542,0.0,0.0,3,2,2,1,2,2,0,0
3029,6,31.0,0,0.0,17,1494.25,0.020289855,0.031449275,0.0,0.0,11,1,1,3,7,2,0,0
3030,3,171.375,0,0.0,29,1343.946429,0.035714286,0.034983766,0.0,0.0,11,3,2,8,13,2,1,0
3031,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,2,2,3,1,2,0,0
3032,2,58.4,0,0.0,54,3394.1229175000003,0.002631579,0.020467836,0.0,0.0,9,4,2,9,13,2,0,1
3033,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,4,1,1,10,2,1,0
3035,0,0.0,0,0.0,8,450.0,0.0,0.025,0.0,0.0,3,4,1,9,3,2,1,0
3036,5,227.3333333,0,0.0,17,528.9,0.0,0.002272727,0.0,0.0,3,1,1,1,9,2,1,0
3037,0,0.0,0,0.0,13,562.25,0.0,0.015384615,0.0,0.0,11,1,1,1,2,1,0,1
3038,6,231.49999999999997,0,0.0,8,188.3,0.0,0.014285714,0.0,0.0,9,2,2,1,4,2,0,0
3039,0,0.0,0,0.0,18,760.0,0.041666667500000004,0.103571429,0.0,0.8,5,2,2,2,13,2,0,0
3040,6,95.6,0,0.0,12,582.7333333,0.014285714,0.035714286,0.0,0.0,9,2,2,8,7,2,0,0
3041,4,153.25,0,0.0,19,402.7166667,0.0,0.003030303,0.0,0.0,5,2,2,5,4,1,1,1
3043,2,175.2,0,0.0,60,1635.466667,0.006557377,0.014754098,0.0,0.0,11,2,5,7,3,2,0,0
3044,7,231.49999999999997,0,0.0,82,3394.1229175000003,0.006458333,0.021838687,0.0,0.0,11,3,2,1,2,2,1,0
3045,0,0.0,0,0.0,5,25.0,0.041666667500000004,0.103571429,0.0,0.8,5,2,5,3,6,2,0,0
3046,0,0.0,0,0.0,1,24.5,0.0,0.1,0.0,0.0,12,2,4,3,1,2,0,0
3047,7,101.0833333,0,0.0,26,349.1166667,0.006060606,0.023484848,0.0,0.0,8,2,4,3,4,2,0,0
3048,6,107.0,0,0.0,5,39.5,0.0,0.0125,0.0,0.0,5,2,2,1,5,1,0,0
3049,0,0.0,0,0.0,82,1974.702597,0.001886792,0.014426543,0.0,0.0,5,2,2,8,3,2,0,0
3050,0,0.0,0,0.0,9,87.5,0.0,0.033333333,0.0,0.0,5,2,2,2,4,2,0,0
3051,1,11.0,0,0.0,12,91.75,0.0,0.038095238,0.0,0.0,11,1,1,1,3,2,0,0
3052,1,9.0,0,0.0,33,1597.10609,0.0,0.008754209,0.0,0.0,12,2,2,3,2,2,0,1
3053,3,46.4,0,0.0,8,168.2,0.0,0.033333333,0.0,0.0,10,2,7,7,20,2,1,1
3054,0,0.0,0,0.0,2,57.5,0.0,0.1,0.0,0.0,12,1,1,4,2,2,0,0
3055,7,231.49999999999997,0,0.0,82,2409.875,0.006818182,0.017267562,0.0,0.0,12,3,2,1,2,2,0,0
3056,6,231.49999999999997,0,0.0,18,834.6666667,0.004761905,0.021269841,0.0,0.0,3,1,1,1,9,2,1,0
3057,0,0.0,0,0.0,17,132.6333333,0.011764706,0.007843137,0.0,0.0,3,1,1,1,2,2,0,0
3058,0,0.0,0,0.0,4,45.5,0.0,0.05,0.0,0.4,5,2,2,6,11,2,0,0
3059,5,200.5,0,0.0,32,904.5666667,0.009009009,0.025405405,0.0,0.0,12,1,2,1,2,2,1,0
3060,0,0.0,0,0.0,17,1032.9,0.0,0.013333333,0.0,0.0,11,2,4,1,2,2,0,0
3061,10,231.49999999999997,0,0.0,55,3328.903752,0.007936508,0.014212018,0.0,0.0,11,1,1,1,2,2,0,0
3062,0,0.0,0,0.0,25,344.3214286,0.00617284,0.033333333,0.0,0.4,5,2,2,1,1,2,0,0
3063,1,19.2,0,0.0,22,443.8333333,0.0,0.002380952,0.0,0.0,11,1,1,2,3,2,0,0
3064,4,117.8,0,0.0,12,267.8,0.025,0.04375,0.0,0.0,9,3,2,3,13,2,0,0
3065,5,134.9285714,0,0.0,31,2013.595238,0.0,0.014141414,0.0,0.0,3,2,2,8,2,2,0,1
3066,10,231.49999999999997,0,0.0,82,3394.1229175000003,0.007446809,0.014960902,0.0,0.0,12,3,2,6,1,2,0,1
3067,3,24.0,0,0.0,6,58.0,0.0,0.028571429,0.0,0.0,3,2,2,8,2,2,0,0
3068,1,7.0,0,0.0,39,1118.833333,0.005405405,0.019099099,0.0,0.0,11,2,2,6,13,2,0,0
3069,1,14.0,0,0.0,30,1845.333333,0.027083333,0.042083333,0.0,0.0,5,3,2,3,1,2,0,0
3070,9,216.75,0,0.0,44,1527.166667,0.012765957,0.032765957,0.0,0.0,5,2,2,8,6,2,1,0
3072,0,0.0,0,0.0,6,25.0,0.0,0.033333333,0.0,0.0,3,2,2,1,2,2,0,0
3073,0,0.0,0,0.0,20,1722.866667,0.01,0.075,0.0,0.2,5,2,2,6,1,2,0,0
3074,8,192.5555556,0,0.0,82,2926.431962,0.0,0.001851852,0.0,0.0,5,4,1,1,3,1,0,1
3075,0,0.0,0,0.0,25,1978.7,0.032,0.06,0.0,0.0,8,2,2,1,3,2,0,0
3076,1,0.0,0,0.0,28,557.4047619,0.013793103,0.034154351,0.0,0.4,5,2,4,3,3,2,0,0
3077,3,105.0,0,0.0,82,3394.1229175000003,0.004181185,0.015495489,0.0,0.0,11,2,2,1,2,2,0,1
3078,1,5.0,0,0.0,26,850.6666667,0.007407407,0.061728395,0.0,0.0,12,2,2,1,3,2,0,0
3079,0,0.0,0,0.0,10,377.5,0.02,0.06,0.0,0.0,5,1,1,2,11,2,1,0
3080,10,231.49999999999997,0,0.0,31,699.5,0.0,0.005896806,0.0,0.0,5,2,2,3,4,2,1,1
3081,0,0.0,0,0.0,4,113.5,0.026666667,0.046666667,0.0,0.8,5,2,2,2,4,2,0,0
3082,1,49.4,0,0.0,18,213.1714286,0.0,0.003921569,0.0,0.0,10,2,2,1,2,1,0,0
3083,10,164.5,0,0.0,61,2292.679762,0.0,0.009552239,0.0,0.0,3,2,2,1,1,2,0,0
3084,7,119.4,0,0.0,16,743.5314286,0.01,0.02,0.0,0.0,9,1,1,8,4,2,0,0
3085,0,0.0,0,0.0,27,427.8166667,0.0,0.017283951,0.0,0.0,11,2,2,1,1,2,0,0
3087,10,89.98,0,0.0,82,1304.973333,0.003921569,0.008309991,0.0,0.0,10,2,2,1,3,2,0,0
3088,0,0.0,0,0.0,5,75.6,0.0,0.0,0.0,0.0,10,1,1,3,4,2,1,0
3089,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,2,3,3,3,2,2,1,0
3090,0,0.0,0,0.0,36,3394.1229175000003,0.0,0.005714286,0.0,0.0,11,2,4,6,2,2,0,0
3091,0,0.0,0,0.0,5,164.0,0.04,0.08,0.0,0.0,5,2,2,1,3,2,1,0
3092,7,74.08333333,0,0.0,82,2915.571429,0.0,0.005025126,0.0,0.0,11,2,2,3,3,2,1,0
3093,4,63.33333333,0,0.0,13,556.6666667,0.0,0.001666667,0.0,0.0,3,1,1,1,2,2,0,1
3095,2,58.4,0,0.0,24,589.8,0.032098765,0.05617284,0.0,0.0,9,2,2,1,1,2,1,0
3097,5,53.0,0,0.0,38,2246.166667,0.016923077,0.013931624,0.0,0.2,5,1,1,3,3,2,0,0
3098,0,0.0,0,0.0,16,630.75,0.0,0.04047619,0.0,0.0,3,3,2,1,1,2,1,0
3099,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,5,3,2,8,4,2,0,0
3100,1,134.0,0,0.0,21,1429.616667,0.0,0.00952381,0.0,0.0,11,1,1,2,2,1,0,0
3101,0,0.0,0,0.0,10,242.0833333,0.0,0.046666667,0.0,0.0,11,2,4,7,6,2,1,0
3102,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.4,2,2,2,3,4,2,0,0
3103,0,0.0,0,0.0,22,657.42,0.021212121,0.046969697,0.0,0.0,7,3,2,3,4,2,1,0
3104,9,175.9345238,0,0.0,82,3394.1229175000003,0.00373444,0.015020196,0.0,0.0,11,2,2,1,2,2,0,1
3105,0,0.0,0,0.0,20,676.6,0.008421053,0.026315789,0.0,0.0,9,3,2,1,1,2,0,0
3106,0,0.0,0,0.0,54,1975.455952,0.003703704,0.016049383,0.0,0.0,11,2,2,9,2,2,0,0
3107,2,24.0,0,0.0,28,1206.614719,0.0,0.023222222,0.0,0.0,3,2,2,1,2,2,0,1
3108,4,56.66666667,0,0.0,21,797.2952381,0.0,0.019875776,0.0,0.0,5,1,1,3,2,2,0,0
3109,1,28.5,0,0.0,79,1608.214286,0.002597403,0.007748918,0.0,0.0,11,1,1,3,3,2,0,0
3110,0,0.0,0,0.0,6,1183.2,0.033333333,0.066666667,0.0,0.0,10,2,6,2,1,2,0,0
3111,5,100.6,0,0.0,6,432.0,0.0,0.024242424,0.0,0.0,9,1,1,1,5,1,0,0
3112,0,0.0,0,0.0,79,3394.1229175000003,0.0,0.005574489,0.0,0.0,11,2,2,6,2,1,0,1
3113,1,30.25,0,0.0,13,392.1875,0.0,0.005128205,0.0,0.0,12,1,8,1,20,1,0,1
3114,3,105.0,0,0.0,37,1384.383333,0.006766917,0.033646617,0.0,0.0,5,2,2,7,13,2,0,0
3115,0,0.0,0,0.0,13,474.6818182,0.015384615,0.029230769,0.0,0.0,5,3,2,4,3,2,0,0
3116,0,0.0,0,0.0,15,535.25,0.0,0.02,0.0,0.0,11,3,2,1,2,2,1,0
3117,0,0.0,0,0.0,18,211.4166667,0.033333333,0.061111111,0.0,0.0,11,2,2,5,3,2,1,0
3118,10,231.49999999999997,0,0.0,32,641.6944444,0.024738676,0.04411104,0.0,0.0,11,3,2,1,13,2,0,0
3120,0,0.0,0,0.0,50,1241.75,0.0,0.008163265,0.0,0.0,11,2,10,1,2,1,0,1
3121,1,67.4,0,0.0,18,297.5,0.031578947,0.040350877,0.0,0.0,10,2,2,3,4,2,0,0
3122,0,0.0,0,0.0,5,0.0,0.041666667500000004,0.103571429,0.0,0.6,5,3,2,8,13,2,0,0
3123,0,0.0,0,0.0,10,111.4166667,0.0,0.025,0.0,0.0,5,2,2,1,2,2,0,0
3124,0,0.0,0,0.0,19,232.5666667,0.0,0.003703704,0.0,0.0,5,2,2,3,2,2,0,0
3125,2,0.0,0,0.0,0,0.0,0.041666667500000004,0.103571429,0.0,0.0,5,1,2,1,6,2,1,0
3126,0,0.0,0,0.0,25,1690.977778,0.008,0.037333333,0.0,0.0,3,1,1,8,1,2,0,0
3127,4,143.0666667,0,0.0,74,1294.405,0.002666667,0.010666667,0.0,0.0,8,2,2,3,1,2,1,0
3128,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.2,5,1,1,4,3,2,0,0
3129,0,0.0,0,0.0,7,340.5,0.0,0.028571429,0.0,0.0,11,2,4,4,2,1,1,0
3130,4,231.49999999999997,0,0.0,82,2006.59312,0.002453988,0.013361447,0.0,0.0,8,2,2,7,2,2,0,0
3131,6,159.7,0,0.0,44,531.72,0.0,0.003921569,0.0,0.0,10,2,2,2,5,1,0,0
3132,0,0.0,0,0.0,38,314.8333333,0.010526316,0.031578947,0.0,0.6,5,2,2,1,3,2,0,0
3133,0,0.0,0,0.0,15,225.0,0.0,0.026666667,0.0,0.0,5,2,2,7,3,2,0,0
3134,1,32.3,0,0.0,51,1068.357692,0.01372549,0.043697479,0.0,0.0,11,2,10,2,2,2,0,0
3135,0,0.0,0,0.0,58,1590.42,0.010344828,0.021551724,0.0,0.0,7,3,2,8,4,2,0,1
3136,10,231.49999999999997,0,0.0,82,3394.1229175000003,0.00562963,0.018437701,0.0,0.0,11,2,5,1,10,2,0,1
3137,0,0.0,0,0.0,82,1917.683333,0.003409091,0.016287879,0.0,0.2,5,2,2,3,1,2,0,0
3138,2,133.5,0,0.0,4,454.3333333,0.0,0.025,0.0,0.0,11,3,2,1,3,1,0,0
3139,2,29.75,0,0.0,44,1410.428571,0.008695652,0.026086957,0.0,0.0,11,2,2,1,8,2,1,0
3140,0,0.0,0,0.0,9,891.5,0.0,0.0125,0.0,0.0,12,1,1,1,2,2,0,0
3141,2,107.0,0,0.0,14,167.5,0.041666667500000004,0.103571429,0.0,0.0,5,3,2,1,2,2,0,0
3142,3,98.5,0,0.0,46,1438.1,0.004255319,0.017801418,0.0,0.0,12,3,2,1,2,2,1,0
3143,2,37.0,0,0.0,3,17.0,0.0,0.05,0.0,0.0,3,3,2,1,2,1,1,0
3144,3,195.0,0,0.0,49,1179.014103,0.0,0.001923077,0.0,0.0,5,2,2,3,2,1,0,0
3145,5,69.0,0,0.0,50,2424.75,0.0,0.023333333,0.0,0.0,5,2,2,3,3,2,0,0
3146,10,227.2272727,0,0.0,44,2038.052273,0.007719298,0.028421053,0.0,0.0,11,2,2,3,8,2,1,0
3147,0,0.0,0,0.0,7,80.5,0.028571429,0.038095238,0.0,0.0,5,1,1,3,3,2,0,0
3148,0,0.0,0,0.0,6,69.25,0.0,0.044444444,0.0,0.0,3,2,2,4,3,2,0,0
3149,4,26.75,0,0.0,20,1029.25,0.021153846,0.03974359,0.0,0.0,11,1,1,1,2,2,0,0
3151,0,0.0,0,0.0,12,412.875,0.0,0.02,0.0,0.0,12,3,2,4,1,2,1,0
3152,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,12,2,2,1,3,2,0,0
3153,0,0.0,0,0.0,25,360.5111111,0.041666667500000004,0.066783217,0.0,0.0,7,3,2,4,3,2,0,0
3154,3,54.0,0,0.0,26,1296.183333,0.036781609,0.060344828,0.0,0.0,5,2,2,1,3,2,0,0
3155,3,231.49999999999997,0,0.0,27,1581.48831,0.0,0.010419753,0.0,0.0,10,3,6,3,20,2,0,0
3156,0,0.0,0,0.0,15,814.0,0.030769231,0.053846154,0.0,0.0,11,1,8,7,1,2,0,0
3157,0,0.0,0,0.0,5,74.5,0.0,0.08,0.0,0.6,5,1,1,1,3,2,0,0
3158,3,155.5,0,0.0,8,311.25,0.0,0.01,0.0,0.0,11,2,2,3,10,2,0,0
3159,0,0.0,0,0.0,23,684.5,0.02173913,0.044927536,0.0,0.8,5,2,2,2,6,2,0,0
3160,0,0.0,0,0.0,35,584.3083333,0.0,0.008571429,0.0,0.0,12,3,2,3,1,2,0,0
3161,2,42.4,0,0.0,5,163.2,0.0,0.028571429,0.0,0.0,8,2,10,3,3,2,0,1
3162,0,0.0,0,0.0,19,283.5,0.0,0.010526316,0.0,0.8,5,2,4,1,6,2,0,0
3163,0,0.0,0,0.0,27,420.0,0.0,0.007692308,0.0,0.0,5,2,2,9,1,2,1,0
3164,0,0.0,0,0.0,6,65.5,0.041666667500000004,0.1,0.0,0.0,11,3,2,3,13,2,0,0
3165,0,0.0,0,0.0,5,62.5,0.0,0.04,0.0,0.0,11,2,2,1,8,1,0,0
3166,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,2,6,2,1,2,0,0
3167,7,231.49999999999997,0,0.0,82,3394.1229175000003,0.0025,0.014375,0.0,0.0,12,2,2,6,1,2,0,0
3168,0,0.0,0,0.0,6,62.0,0.0,0.04,0.0,0.0,3,2,2,1,1,2,0,0
3169,0,0.0,0,0.0,24,452.4166667,0.0,0.020833333,0.0,0.0,11,2,2,3,2,2,1,1
3170,8,174.5,0,0.0,10,195.5,0.0,0.006060606,0.0,0.0,3,1,1,3,2,2,0,0
3171,0,0.0,0,0.0,14,1789.39881,0.0,0.029047619,0.0,0.0,3,1,1,2,2,2,0,0
3172,2,7.0,0,0.0,79,3393.903571,0.017761848,0.04031012,0.0,1.0,5,2,2,1,5,2,1,0
3173,0,0.0,0,0.0,7,65.0,0.041666667500000004,0.103571429,0.0,0.0,5,3,2,1,1,2,0,0
3174,0,0.0,0,0.0,9,521.0,0.0,0.02962963,0.0,0.0,12,3,2,3,11,1,0,0
3175,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,5,2,2,1,13,2,0,0
3176,0,0.0,0,0.0,3,56.75,0.041666667500000004,0.103571429,0.0,0.0,11,1,1,1,2,2,0,0
3177,5,54.0,0,0.0,4,13.0,0.028571429,0.057142857,0.0,0.8,5,2,2,3,4,1,0,0
3178,1,15.8,0,0.0,32,1213.65,0.005405405,0.024324324,0.0,0.0,8,2,2,3,2,2,0,1
3179,10,231.49999999999997,0,0.0,82,3394.1229175000003,0.005767417,0.02883646,0.0,0.0,11,2,2,3,10,2,0,0
3180,2,102.0,0,0.0,13,177.5,0.0,0.026666667,0.0,0.0,5,2,2,4,3,1,1,0
3181,3,98.5,0,0.0,27,702.3333333,0.023214286,0.042261905,0.0,0.0,12,2,2,7,2,2,0,0
3182,1,55.5,0,0.0,8,158.25,0.0,0.022222222,0.0,0.0,11,2,2,3,10,2,0,0
3183,2,75.0,0,0.0,29,1279.089286,0.003333333,0.014166667,0.0,0.0,11,2,2,3,11,2,0,1
3184,3,140.0,0,0.0,26,1629.438095,0.0,0.004938272,0.0,0.0,11,4,5,2,2,2,1,0
3185,0,0.0,0,0.0,3,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,3,2,6,3,2,0,0
3186,1,32.0,0,0.0,13,813.8,0.0,0.030769231,0.0,0.0,5,1,1,3,4,2,1,0
3187,6,103.9,0,0.0,9,1759.066667,0.011764706,0.024705882,0.0,0.0,9,1,1,7,5,2,0,0
3188,1,64.4,0,0.0,22,2364.65,0.0,0.043478261,0.0,0.0,10,2,2,1,2,2,0,0
3189,2,70.0,0,0.0,11,714.5,0.014285714,0.028571429,0.0,0.0,5,2,2,2,6,2,1,0
3190,3,17.0,0,0.0,18,407.5,0.0,0.02,0.0,0.0,5,2,2,6,5,2,1,0
3191,2,51.0,0,0.0,35,1475.266667,0.006944444,0.024867725,0.0,0.0,5,2,4,2,4,2,1,1
3192,0,0.0,0,0.0,82,3184.815705,0.00015674,0.022635468,0.0,0.0,11,2,2,1,10,2,1,0
3193,0,0.0,0,0.0,5,53.0,0.04,0.08,0.0,0.0,3,2,5,2,2,2,1,0
3194,0,0.0,0,0.0,6,102.2,0.0,0.0,0.0,0.0,10,2,2,2,20,2,0,1
3195,6,99.33333333,0,0.0,5,345.5,0.0,0.011111111,0.0,0.0,3,2,2,3,8,1,0,0
3196,4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,2,2,2,1,3,2,0,0
3197,0,0.0,0,0.0,25,701.8833333,0.0,0.023333333,0.0,0.0,9,2,2,1,2,2,0,0
3198,0,0.0,0,0.0,36,777.2175325,0.029166667,0.018068783,0.0,1.0,5,1,1,7,3,2,1,0
3199,0,0.0,0,0.0,5,58.0,0.0,0.04,0.0,0.0,5,2,2,4,3,2,0,0
3200,2,37.0,0,0.0,46,3043.916667,0.030434783,0.05,0.0,0.0,11,2,2,3,2,2,0,0
3201,0,0.0,0,0.0,19,485.0833333,0.0,0.011764706,0.0,0.0,5,2,2,1,2,2,0,0
3202,0,0.0,0,0.0,28,558.4761905,0.016666667,0.016309524,0.0,0.0,11,1,1,2,2,2,0,0
3203,0,0.0,0,0.0,31,1625.583333,0.0,0.009677419,0.0,0.0,12,4,2,1,8,1,0,0
3204,3,130.8333333,0,0.0,47,1813.208333,0.0,0.002083333,0.0,0.0,3,2,2,3,2,2,1,0
3205,5,70.20765027,0,0.0,82,2542.60431,0.001811594,0.012188596,0.0,0.0,11,2,2,4,2,2,0,1
3206,0,0.0,0,0.0,38,586.3333333,0.010526316,0.037593985,0.0,0.4,5,2,2,3,13,2,0,0
3207,2,42.75,0,0.0,31,2526.483333,0.027272727,0.055555556,0.0,0.0,12,2,4,6,1,2,0,0
3208,0,0.0,0,0.0,12,358.0666667,0.0,0.025,0.0,0.0,3,3,3,2,1,2,0,0
3210,0,0.0,0,0.0,15,612.0,0.0,0.013333333,0.0,0.0,11,1,2,8,2,2,1,0
3211,2,83.4,0,0.0,41,1194.988132,0.0,0.018043478,0.0,0.0,10,1,1,3,2,2,0,0
3212,2,135.0,0,0.0,11,711.5666667,0.0,0.00515873,0.0,0.0,3,3,2,1,2,2,0,0
3213,0,0.0,0,0.0,11,1055.5,0.018181818,0.042424242,0.0,0.0,5,2,2,8,18,2,0,0
3214,1,18.2,0,0.0,30,3394.1229175000003,0.024652778,0.060590278,0.0,0.0,12,2,2,6,3,2,0,0
3215,0,0.0,0,0.0,37,1065.25641,0.020767196,0.054225865,0.0,0.0,12,1,1,8,1,2,1,0
3216,3,91.0,0,0.0,13,298.2333333,0.0,0.04,0.0,0.0,5,1,1,1,6,2,0,0
3217,3,67.2,0,0.0,46,987.1190476,0.004081633,0.012244898,0.0,0.0,9,2,2,8,4,2,0,1
3218,3,118.0,0,0.0,2,96.25,0.0,0.025,0.0,0.0,12,8,13,9,20,0,0,0
3219,0,0.0,0,0.0,15,272.3333333,0.013333333,0.02,0.0,1.0,5,1,1,1,3,2,1,0
3220,7,32.64285714,0,0.0,82,3394.1229175000003,0.002623688,0.016400421,0.0,0.0,11,1,2,1,2,2,0,1
3221,2,147.0,0,0.0,2,35.0,0.0,0.05,0.0,0.0,3,2,2,1,2,1,0,0
3222,6,89.0,0,0.0,29,1183.233333,0.013793103,0.025517241,0.0,0.2,5,3,2,1,2,2,0,0
3223,0,0.0,0,0.0,3,34.0,0.0,0.066666667,0.0,0.0,5,2,2,3,1,2,0,0
3224,0,0.0,0,0.0,19,688.6666667,0.041666667500000004,0.052631579,0.0,0.4,5,2,2,6,4,2,0,0
3225,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,2,2,7,11,2,0,0
3226,0,0.0,0,0.0,82,3394.1229175000003,0.009009009,0.024725635,0.0,0.0,11,2,2,1,2,2,0,0
3227,0,0.0,0,0.0,2,64.4,0.0,0.1,0.0,0.0,8,3,2,6,20,2,0,0
3228,0,0.0,0,0.0,10,313.3333333,0.041666667500000004,0.087878788,0.0,0.0,5,2,2,1,1,2,0,0
3229,0,0.0,0,0.0,5,115.625,0.04,0.088,0.0,0.0,11,2,2,3,3,2,0,0
3230,0,0.0,0,0.0,8,144.0,0.025,0.045833333,0.0,0.0,3,3,2,7,3,2,1,0
3231,0,0.0,0,0.0,5,60.0,0.0,0.053333333,0.0,0.0,12,2,2,1,20,2,0,0
3232,0,0.0,0,0.0,10,240.5,0.0,0.022222222,0.0,0.0,5,2,2,8,4,2,0,0
3233,0,0.0,0,0.0,2,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,3,2,1,10,2,0,0
3234,0,0.0,0,0.0,10,158.75,0.0,0.02,0.0,0.0,11,2,2,1,2,2,0,0
3235,4,64.46428571,0,0.0,29,1414.589286,0.0,0.0125,0.0,0.0,12,2,2,1,2,2,0,1
3236,5,109.4,0,0.0,10,427.0666667,0.0,0.003125,0.0,0.0,11,3,2,2,6,2,0,0
3237,0,0.0,0,0.0,7,245.4,0.025,0.08125,0.0,0.0,9,3,7,3,4,2,0,0
3238,7,44.29545455,0,0.0,44,2747.616288,0.024205128,0.062408964,0.0,0.0,11,2,2,7,1,2,0,0
3239,0,0.0,0,0.0,1,10.0,0.0,0.1,0.0,0.0,3,3,2,3,9,2,1,0
3240,0,0.0,0,0.0,82,3339.07598,0.008181818,0.014582448,0.0,0.0,11,2,2,4,8,2,1,0
3242,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,2,2,1,13,2,0,0
3243,9,231.49999999999997,0,0.0,82,3364.64045,0.029570957,0.034691241,0.0,0.0,9,3,2,8,13,2,0,0
3244,0,0.0,0,0.0,2,0.0,0.041666667500000004,0.103571429,0.0,0.0,11,1,1,9,1,2,0,0
3245,8,176.6666667,0,0.0,27,880.8,0.007291667,0.020192308,0.0,0.0,5,1,1,2,2,2,1,1
3246,4,51.2,0,0.0,11,1297.25,0.014285714,0.054761905,0.0,0.0,10,2,2,2,4,2,0,0
3247,0,0.0,0,0.0,24,1268.0,0.0125,0.015277778,0.0,0.0,3,4,1,3,2,2,1,0
3248,10,231.49999999999997,0,0.0,82,3394.1229175000003,0.004166667,0.019960276,0.0,0.0,5,4,1,3,3,2,0,0
3249,3,95.6,0,0.0,10,337.1,0.008333333,0.029166667,0.0,0.0,7,1,1,9,3,2,0,0
3250,0,0.0,0,0.0,2,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,2,2,1,13,2,0,0
3251,0,0.0,0,0.0,6,291.0,0.0,0.033333333,0.0,0.0,11,2,6,7,1,2,0,0
3252,0,0.0,0,0.0,7,491.5833333,0.0,0.008333333,0.0,0.0,12,3,2,4,2,1,1,1
3253,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.103571429,0.0,0.0,3,2,4,5,1,2,0,0
3254,0,0.0,0,0.0,82,3394.1229175000003,0.0,0.008744589,0.0,0.0,11,2,4,1,3,2,0,0
